панель ;Панель ;сбор данных у одной группы респондентов через равные промежутки времени. Построение и поддержка панели требует больших затрат, поэтому этим занимаются в основном профессиональные исследовательские компании.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Panel 
панель исследовательская компании «нильсен» ;Панель исследовательская компании «Нильсен» ;выборочная панель розничных продавцов, которая дает представление обо всех розничных продавцах определенных категорий продукции (продовольственные товары, парфюмерия и фармацевтика, табачные изделия, спиртные напитки, электротовары и др.). «Нильсен» оценивает состояние продаж розничных магазинов с интервалом в 2 месяца.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Nielsen research panel 
панель исследовательская компании «этвуд» ;Панель исследовательская компании «Этвуд» ;панель представляет собой регулярную выборку из большого числа покупателей (примерно 5000 семей), которые записывают ежедневные покупки в специальные книги, высылаемые им раз в неделю. В них регистрируются данные о купленных товарах, марках, ценах, количестве товарных единиц в упаковках, месте и времени покупок. Это позволяет с большой точностью рассчитать средний объем покупок, приходящийся на одного типичного потребителя.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Attwood panel 
панель потребительская ;Панель потребительская ;участники панели: домашние хозяйки, отдельные потребители. В ходе опроса эти участники заполняют специально подготовленные опросные листы о совершаемых ими покупках.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Consumer panel 
панель сервисная ;Панель сервисная ;панель специальных исследований потребностей покупателей в сфере обслуживания и различного вида предоставления услуг.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Service panel 
панель торговая ;Панель торговая ;сбор информации о развитии сбыта определенных групп товаров, их запасах, закупках в определенном количестве предприятиями розничной или оптовой торговли.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Target panel 
паритет покупательной способности ;Паритет покупательной способности ;положение о том, что цена на стандартный набор товаров примерно одинакова в двух странах, если принимать во внимание курс обмена валют этих стран.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Purchasing-power parity-PPP 
первичные данные ;Первичные данные ;данные, собранные или полученные исследователем непосредственно в ходе конкретного исследования.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Initial data 
переменная ;Переменная ;величина, значение которой изменяется. Например, чтобы отличить одного индивида от другого, в качестве переменных могут рассматриваться рост, вес, цвет глаз и т.д.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Variable 
персонал ;Персонал ;решающая ценность бизнеса. Персонал компании рассматривается в этом качестве если он стремится обеспечивать поддержку и продвижение товаров потребителям (клиентам).;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Personnel 
плакат ;Плакат ;щит или растяжка с напечатанной на них рекламной информацией.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Banner 
плановая, командная экономика ;Плановая, командная экономика ;экономическая система, при которой планирование осуществляется преимущественно центральным правительством, а средства производства являются общественной собственностью. Такая система существовала в СССР.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;collectivism 
позиционирование ;Позиционирование ;маркетинговая стратегия по разработке предложений компании своей продукции или своего имиджа, с целью занять выгодное положение, в сознании и психологии целевой группы потребителей, отличное от других аналогичных предложений.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Positioning 
позиционирование товара ;Позиционирование товара ;способ информирования потребителей о преимуществах и особенностях товара. Основное преимущество товара, о котором необходимо сообщить целевому рынку, определяет его позиционирование.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Positioning goods 
позиционирование, неоднозначное ;Позиционирование, неоднозначное ;результат маркетинговых усилий по позиционированию, в результате которого у определенного сегмента рынка создается смутное представление о данной компании, ее товарах или торговых марках.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Confused positioning 
позиционирование, однобокое ;Позиционирование, однобокое ;ошибка маркетологов в позиционировании, при которой позиция компании, принятая целевым рынком, отражает слишком узкое представление о ней, о ее товарах или торговых марках.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Overpositioning 
позиционирование, поверхностное ;Позиционирование, поверхностное ;ошибка маркетологов в тактике отношении позиционирования товаров или торговых марок, в результате которой компания может потерять в глазах потребителей определенную позицию.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Underpositioning 
позиционирование, спекулятивное ;Позиционирование, спекулятивное ;усилия и действия маркетологов по созданию у потребителей преувеличенного представления о возможностях и достоинствах компании, ее товаров и торговых марок.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Implausible positioning 
позиция ;Позиция ;образ, который должен занять товар по сравнению с конкурирующими товарами в сознании и психологии потребителя.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Position 
поиск информации ;Поиск информации ;процесс поиска потребителем необходимой информации для принятия оптимального решения по поводу приобретения того или иного товара.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Information search 
показатель отказов;Показатель отказов;процент от общего количества посетителей, которые посетили только одну страницу (не сделали переход на 2-ю, 3-ю страницу сайта и.т.д.).;https://webpromoexperts.com.ua/blog/36-terminov-internet-marketinga/;
показы;Показы;понятие аналогичное рекламному «охват», которое определяет сколько уникальный посетителей увидело ваше объявление, баннер, результат в поисковой выдаче.;https://webpromoexperts.com.ua/blog/36-terminov-internet-marketinga/;
поколение ;Поколение ;группа людей близкого возраста, живущих в одно время с периодичностью в 25 лет.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Cohort 
покупатели корпоративные ;Покупатели корпоративные ;лица, осуществляющие покупки от имени компаний с целью использования приобретенной продукции для обработки, реализации или повторной продажи.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Organizational buyers 
покупатели промышленные ;Покупатели промышленные ;покупатели товаров для последующего их использования в производстве другой продукции.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Industrial buyers 
покупатели, список ;Покупатели, список ;список потенциальных покупателей, используемых в телемаркетинге, в прямой почтовой рассылке.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Prospect list 
покупатель бывший ;Покупатель бывший ;потребитель, который не сделал ни одной дополнительной покупки в течение длительного периода времени, обычно года. Для продавцов по почте список таких покупателей с течением времени теряет свою ценность ( они могут сменить адрес).;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;former buyer 
покупательная способность ;Покупательная способность ;объем товаров, которые может приобрести потребитель в обмен на свои денежные средства.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Purchasing ability 
покупательская ориентация ;Покупательская ориентация ;предрасположенность, позиция потребителя в отношении приобретения им определенного товара.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Shopping orientation 
покупательская премия ;Покупательская премия ;подарок, предлагаемый производителем розничному торговцу в качестве премии за покупку его продукции.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Buying loader 
покупка ;Покупка ;одна из стадий в процессе принятия решений о покупке, когда потребитель приобретает товар или осуществляет его замену.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Purchase 
покупка импульсная ;Покупка импульсная ;желание возникшее стихийно у потребителя приобрести товар, вызванное его видом или специально разработанными мероприятиями в месте продажи.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Impulse purchase 
покупка повторная ;Покупка повторная ;покупка потребителем продукции одной и той же марки. По характеру повторных покупок судят о лояльности или приверженности покупателя к марке.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Repeat purchase 
покупка, влияние лидеров мнений ;Покупка, влияние лидеров мнений ;способность некоторых лиц, обладающих специфическими знаниями или навыками в той или иной области, оказывать влияние на принятие решений другими потребителями.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Expert power 
покупка, не требующая усилий со стороны покупателя ;Покупка, не требующая усилий со стороны покупателя ;покупка продукта, который не требует больших размышлений от покупателя или почти их не требует. Это обычно недорогие продукты (спички, соль, хлеб, салфетки и пр.).;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Low-involvement product 
покупка, этапы процесса ;Покупка, этапы процесса ;процесс покупки потребителем состоит из 5 основных этапов: 1) осознание проблемы 2) поиск информации, 3) оценка вариантов, 4) решение о покупке и 5) постпокупочная реакция.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Purchase 
покупки, частота ;Покупки, частота ;число покупок потребителем определенного товара или осуществления покупок у одного конкретного продавца в течение установленного периода времени.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Purchase frequency 
пол ;Пол ;одна из сегментационных переменных. В исследовательской практике маркетинга эта переменная особенно используется для таких товаров как текстиль, косметика, ювелирные украшения, персональные услуги (например, парикмахерские).;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Gender 
полезность ;Полезность ;оценка потребителем способности товара удовлетворять его потребности.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Benefit 
получатель ;Получатель ;один из участников процесса коммуникации, лицо, принимающее сообщение, информацию от другого участника.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Receiver 
помехи ;Помехи ;факторы окружающей среды, которые мешают или разрушают отношения коммуникатора или сам процесс коммуникации.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Interference 
посетитель;Посетитель;определенная Google Analytics, как уникальная, пользовательская cookie.;https://webpromoexperts.com.ua/blog/36-terminov-internet-marketinga/;
посещение сессия ;Посещение сессия ;отрезок времени в который браузер пользователя и сайт взаимодействуют между собой. Закрывая браузер или не совершая действий на сайте более, чем 30 минут – вы завершаете посещение (сессию).;https://webpromoexperts.com.ua/blog/36-terminov-internet-marketinga/;
посредники ;Посредники ;частные лица, компании, помогающие другим компаниям продвигать, продавать и распространять товары среди конечных потребителей.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Intermediaries 
поставщики ;Поставщики ;организации или частные лица, поставляющие товары заказчикам, обеспечивающие компанию или ее конкурентов материальными ресурсами, необходимыми для организации производства и сбыта продукции.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Suppliers 
постмодерн ;Постмодерн ;состояние экономики общества, где исследователи выделяют следующие факторы: 1) рынки сегментированы и состоят из ниш 2) никто не испытывает потребности в одном и том же 3) компании отличаются друг от друга меньшими размерами и гораздо больше используют кооперацию 4) конкурентные отношения на рынке заменяются бюрократическими формами организации.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Postmodern 
постоянные cookie;Постоянные cookie;хранятся в браузере более длительный период времени, для чего записываются в отдельный файл и могут занимать дополнительное пространство на вашем жестком диске.;https://webpromoexperts.com.ua/blog/36-terminov-internet-marketinga/;
потребители «золотые» ;Потребители «золотые» ;покупатели, согласные платить премиальную цену за предложения.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Golden consumers 
потребители «инертные» ;Потребители «инертные» ;потребители, которые крайне медленно принимают новшества, появляющиеся на рынке.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Laggards 
потребители «новаторы» ;Потребители «новаторы» ;часть населения, которая первой принимает новый продукт. Они, как правило, имеют высокий уровень образования, используют многочисленные источники информации и отличаются склонностью к риску.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Innovators 
потребители «позднее большинство» ;Потребители «позднее большинство» ;люди, которые настроены скептически, имеют социальный статус ниже среднего и в меньшей степени, чем новаторы и ранние последователи, полагаются на рекламу и личные продажи как источники информации.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Late majority 
потребители «ранние последователи» ;Потребители «ранние последователи» ;лидеры среди потребителей в своей социальной среде. Выступают основными источниками информации о новых продуктах для других людей;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Early adopters 
потребители глобальные ;Потребители глобальные ;потребители из разных стран или регионов мира, имеющие сходные потребности и ищущие сходные потребительские выгоды и свойства товаров.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Global consumers 
потребитель;Потребитель;лицо, осуществляющее первую покупку (First-time buyer)– потребитель, который в первый раз покупает что-то у продавца.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;
потребитель ;Потребитель ;юридическое или физическое лицо, потребляющее продукцию, является центральным объектом внимания маркетинга.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Consumer 
потребитель крупный ;Потребитель крупный ;небольшой процент потребителей, на который приходится значительный процент объема продаж. Рекламодатели в этих секторах рынка направляют свои усилия на группы именно таких крупных потребителей.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Heavy users 
потребитель, его готовность заплатить ;Потребитель, его готовность заплатить ;максимальная сумма, с которой покупатель согласен расстаться для приобретения товара.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Willingness to pay 
потребитель, его жизненный цикл ;Потребитель, его жизненный цикл ;стадии, характеризующиеся изменением потребительского поведения индивида, проходящие в течение его жизни.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Consumer lifestyle 
потребитель, мотивация ;Потребитель, мотивация ;внутреннее побуждение индивида к удовлетворению физиологических и психологических потребностей посредством покупки и потребления продукта.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Consumer motivation 
потребитель, процесс социализации ;Потребитель, процесс социализации ;процесс приобретения индивидом навыков, знаний, отношений, культуры необходимых ему, чтобы действовать в качестве потребителя.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Consumer socialization 
потребитель-организация ;Потребитель-организация ;юридическое лицо, которое приобретает товары или услуги для производства, обслуживания или распределения других товаров конечным потребителям.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Consumer organization 
потребительская корзина ;Потребительская корзина ;расчетный набор, ассортимент товаров, характеризующий типичный уровень и структуру месячного (годового) потребления человека или семьи.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Consumer basket 
потребительская логистика, стадии ;Потребительская логистика, стадии ;основные стадии поведения покупателя, в котором выделяют семь стадий: 1) подготовка к совершению покупки 2) прибытие в магазин 3) вход в магазин 4) передвижение по магазину 5) кассовое обслуживание 6) дорога домой и хранение продуктов дома 7) стадия пополнения товарных ресурсов.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Consumer logistics 
потребительская лояльность ;Потребительская лояльность ;приверженность покупателей к данной торговой марке, характеризующаяся прочно укоренившейся привычкой покупать одно и то же изделие, товар или пользоваться одной и той же услугой.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Brand loyalty 
потребительская ниша ;Потребительская ниша ;более узкая группа потребителей, обычно составляющая небольшой рынок, и имеющая специфические запросы и предпочтения.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Consumer niche 
потребительские базы данных ;Потребительские базы данных ;демографическая и финансовая информация об отдельных потребителях, составленная из разных доступных источников.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Consumer database 
потребительские предпочтения ;Потребительские предпочтения ;способ, которым потребители, делающие покупки на свободном рынке, распределяют свои совокупные расходы на покупку товаров/услуг.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Consumer preference 
потребительские товары ;Потребительские товары ;товары, произведенные для использования потребителем с целью удовлетворения его нужд и потребностей (например, продукты питания и одежда, легковые автомобили, электроника и т.п.);http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Consumer goods 
потребительские характеристики ;Потребительские характеристики ;классификация групп потребителей на основе различных демографических, психографических и географических характеристик. Иногда это характеристики постоянных покупателей (shopper profile).;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Customer profile 
потребительский набор ;Потребительский набор ;набор продуктов и видов деятельности, используемый потребителем для определения и выполнения отведенной ему обществом роли, а также для поддержания процесса общения с другими членами общества.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Consumption constellation 
потребительское общество ;Потребительское общество ;понятие, воплощающее идею, согласно которой современные общества отличаются тем, что они во все большей степени оказываются организованными вокруг потребления. Рынок распространяется на все сферы жизни, а совершение покупок становится основным видом досуга.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Consumer society 
потребительское поведение ;Потребительское поведение ;процессы, происходящие во время осуществления отдельным индивидом или группой людей выбора, приобретения, применения и утилизации различных товаров, услуг, идей или впечатлений с целью удовлетворения своих нужд и желаний.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Consumer behavior 
потребительское пристрастие ;Потребительское пристрастие ;физиологическая и психологическая зависимость потребителя от потребления тех или иных товаров или услуг.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Consumer addiction 
потребление ;Потребление ;деятельность по использованию потребительских товаров и услуг для удовлетворения текущих потребностей отдельных лиц, организаций и государства.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Consumption 
потребление вынужденное ;Потребление вынужденное ;ситуация, при которой потребление может оказаться неуместным, чрезмерным и даже вредным для потребителя.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Compulsive consumption 
потребление, вызывающее ;Потребление, вызывающее ;приобретение предметов роскоши с целью демонстрации окружающим своей способности позволить иметь для себя подобную роскошь.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Conspicuous consumption 
потребности в безопасности по а. маслоу ;Потребности в безопасности по А. Маслоу ;потребности в физической защищенности (сохранении физической структуры организма) и психологической защищенности (сохранении психической структуры характера). К ним относятся потребности в собственной индивидуальности, чувстве ответственности за свою судьбу.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Security needs 
потребности в самоактуализации по а. маслоу ;Потребности в самоактуализации по А. Маслоу ;потребности, стоящие на высшей ступени иерархии и включают в себя самоутверждение, самореализацию и саморазвитие. К ним относятся потребности в развитии собственных способностей, в придании смысла вещам и своей деятельности, в нахождении им разумного обоснования.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Self-actualization needs 
потребности в самоуважении по а. маслоу ;Потребности в самоуважении по А. Маслоу ;это потребности в чувстве собственного достоинства, уверенности в себе и собственной компетенции. Это также потребности в ощущении значимости собственных целей, уважении со стороны других людей, в признании заслуг, почитании таланта.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Ego needs 
потребности заявленные ;Потребности заявленные ;ситуация, когда потребители открыто заявляют о необходимости удовлетворения определенных потребностей (например, какой-либо мебели, квартиры, машины). Маркетолог должен выяснить насколько эти потребности действительные.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Identified needs 
потребности незаявленные ;Потребности незаявленные ;скрытые потребности, которые покупатель не артикулирует, но ждет их удовлетворения, например, сервис по обслуживанию. Маркетолог должен выяснить насколько эти потребности действительные.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Unidentified needs 
потребности социальные по а. маслоу ;Потребности социальные по А. Маслоу ;потребности в социальном статусе, принадлежности к группе, в ассоциировании себя с коллективом. Это потребности в общении и любви, взаимопомощи, чувстве принадлежности, общности с другими людьми.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Social needs 
потребности тайные ;Потребности тайные ;поведение покупателей, связанное с их стремлением быть выгодными приобретателями. Маркетолог должен выяснить насколько эти потребности действительные.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Hidden needs 
потребности физиологические по а. маслоу ;Потребности физиологические по А. Маслоу ;основные потребности человека (пища, жилище, жажда, секс), которые при удовлетворении перестают быть детерминирующими факторами мотивации и более не оказывают определяющего влияния на поведение.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Physiological needs 
потребности, иерархия по а. маслоу ;Потребности, иерархия по А. Маслоу ;распространенная в маркетинге психологическая теория мотивации, помогающая понять особенности покупательского поведения людей.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Maslow’s Hierarchy of Needs 
потребность ;Потребность ;нужда, принявшая специфическую форму в соответствии с культурным уровнем и личными особенностями потребителя.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Human want 
прайм тайм ;Прайм тайм ;период дня, когда к СМИ (радио и телевидение) привлекается наибольшее внимание широкой аудитории. Рекламные сообщения, передаваемые в этот период, оплачиваются по самой высокой цене.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;prime time 
предложение ;Предложение ;количество товара или услуги, которое продавец может произвести и предложить к продаже по договорной цене в течение определенного периода времени.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Supply 
предприниматель ;Предприниматель ;частное лицо, предпринимающее усилия по поставке на рынок товаров и услуг ради получения прибыли. Обычно он инвестирует в предприятие свой собственный капитал и принимает на себя все риски.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Entrepreneur 
презентация ;Презентация ;один из этапов процесса продажи, при котором продавец или торговый агент демонстрирует преимущества предлагаемых товаров, доказывая необходимость их приобретения.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Presentation 
премия ;Премия ;средство стимулирования сбыта, которое включено в предложение товара бесплатно или со значительной скидкой.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Gift, Free product 
преселлинг;Преселлинг;продажа товара с помощью приема предварительных заказов.;https://kaplunoff.com/blog/marketing-i-prodazhi/237-marketing-words;
пресс-конференция ;Пресс-конференция ;инструмент паблисити– информационная встреча с представителями СМИ, которые предварительно ознакомлены с материалами о ее содержании.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Press conference 
пресс-релиз инструмент паблисити ;Пресс-релиз инструмент паблисити ;специально подготовленная информация о предстоящем корпоративном событии для представителей прессы.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;
престиж ;Престиж ;статус или репутация различных групп потребителей представляющая собой важный параметр потребительской сегментации, основу которого может составлять доход, власть, уровень образования, профессиональная квалификация, компетенция.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Status 
прибыль ;Прибыль ;разница между продажной ценой на реализуемые товары и затратами на их производство (приобретение).;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;profit 
прибыль текущая, максимизация ;Прибыль текущая, максимизация ;стратегический план, когда компания устанавливает ту цену, которая обеспечивает ей максимальное поступление прибыли и максимальное возмещение затрат. Ожидаемые финансовые показатели рассматриваются как более важные, чем планируемые в перспективе.;http://infosystems.ru/library/slovar_ais_1218/slovar_marketin_1221.html;Profit maximization 
